component,component_number,variance_explained,feature,loading,loading_type,rank
PC2,2,0.034170091904939005,https,-0.06763787115810213,negative,3
PC2,2,0.034170091904939005,details,-0.06402174153040954,negative,4
PC2,2,0.034170091904939005,orcid,-0.06317017689328527,negative,5
PC2,2,0.034170091904939005,scholar,-0.06296467194296335,negative,6
PC2,2,0.034170091904939005,google,-0.06236277116944847,negative,7
PC2,2,0.034170091904939005,professional,-0.06165631162574209,negative,8
PC2,2,0.034170091904939005,search results,-0.06076479680050486,negative,9
PC2,2,0.034170091904939005,google scholar,-0.05862200375267667,negative,10
PC2,2,0.034170091904939005,information,-0.05729908197772799,negative,11
PC2,2,0.034170091904939005,academic,-0.05718356708426218,negative,12
PC2,2,0.034170091904939005,want,-0.053569325215361625,negative,13
PC2,2,0.034170091904939005,goals,-0.052038197670209785,negative,14
PC2,2,0.034170091904939005,related,-0.051468164163736924,negative,15
PC2,2,0.034170091904939005,results,-0.05125759083608706,negative,16
PC2,2,0.034170091904939005,institutional,-0.049712858374989975,negative,17
PC2,2,0.034170091904939005,com,-0.04911455846362911,negative,18
PC2,2,0.034170091904939005,researchgate,-0.04875928794837544,negative,19
PC2,2,0.034170091904939005,academic professional,-0.04797630650224983,negative,20
PC3,3,0.028979288382462602,curriculum,0.15094702183235764,positive,1
PC3,3,0.028979288382462602,want,0.07534908252929261,positive,2
PC3,3,0.028979288382462602,truly,0.07034583999482795,positive,3
PC3,3,0.028979288382462602,desired,0.06825088427076398,positive,4
PC3,3,0.028979288382462602,needs,0.06823177937757144,positive,5
PC3,3,0.028979288382462602,truly personalized,0.06475839051344615,positive,6
PC3,3,0.028979288382462602,effective,0.06401531909440177,positive,7
PC3,3,0.028979288382462602,create truly,0.06334491299650086,positive,8
PC3,3,0.028979288382462602,learning needs,0.06331575268283174,positive,9
PC3,3,0.028979288382462602,personalized,0.06328117630888395,positive,10
PC3,3,0.028979288382462602,sought,0.061846016624142845,positive,11
PC3,3,0.028979288382462602,current active,0.06134117433640813,positive,12
PC3,3,0.028979288382462602,report_type curriculum,0.06132444529850988,positive,13
PC3,3,0.028979288382462602,value,0.06127145493345205,positive,14
PC3,3,0.028979288382462602,outcomes,0.060797402379896455,positive,15
PC3,3,0.028979288382462602,curriculum notice,0.06011875664556337,positive,16
PC3,3,0.028979288382462602,value sought,0.05873563463350856,positive,17
PC3,3,0.028979288382462602,inference application,0.058470294553424694,positive,18
PC3,3,0.028979288382462602,ll need,0.05758541524051724,positive,19
PC3,3,0.028979288382462602,design,0.05737440926357824,positive,20
PC3,3,0.028979288382462602,analysis,-0.1356645912058234,negative,1
PC3,3,0.028979288382462602,profile analysis,-0.1264301706164721,negative,2
PC3,3,0.028979288382462602,profile_analysis apologize,-0.10041054506675429,negative,3
PC3,3,0.028979288382462602,current work,-0.09899975476713962,negative,4
PC3,3,0.028979288382462602,profile,-0.09763432455807976,negative,5
PC3,3,0.028979288382462602,apologize,-0.0964052869998753,negative,6
PC3,3,0.028979288382462602,interests,-0.09273658970991512,negative,7
PC3,3,0.028979288382462602,meaningful,-0.09101764425743185,negative,8
PC3,3,0.028979288382462602,symposium,-0.08703254974125493,negative,9
PC3,3,0.028979288382462602,report_type profile_analysis,-0.0864740143275227,negative,10
PC3,3,0.028979288382462602,profile_analysis,-0.0864740143275227,negative,11
PC3,3,0.028979288382462602,provide meaningful,-0.08628326244722123,negative,12
PC3,3,0.028979288382462602,research interests,-0.08510754400238879,negative,13
PC3,3,0.028979288382462602,provide,-0.08376360819663886,negative,14
PC3,3,0.028979288382462602,learning opportunities,-0.08175102472250437,negative,15
PC3,3,0.028979288382462602,happy,-0.08158205587990006,negative,16
PC3,3,0.028979288382462602,expertise,-0.08086040475330616,negative,17
PC3,3,0.028979288382462602,symposium participation,-0.08008801097347044,negative,18
PC3,3,0.028979288382462602,apologize don,-0.07289460696478568,negative,19
PC3,3,0.028979288382462602,development roadmap,-0.07286828577384032,negative,20
PC4,4,0.020847797254785177,search results,0.18047964341490974,positive,1
PC4,4,0.020847797254785177,results,0.17496657364363835,positive,2
PC4,4,0.020847797254785177,search,0.1698934005673627,positive,3
PC4,4,0.020847797254785177,urls,0.13961858180048106,positive,4
PC4,4,0.020847797254785177,personalization,0.1318195229902179,positive,5
PC4,4,0.020847797254785177,results provided,0.12419827532556611,positive,6
PC4,4,0.020847797254785177,instructions,0.11239132434726691,positive,7
PC4,4,0.020847797254785177,contain,0.10226698313626748,positive,8
PC4,4,0.020847797254785177,links,0.10134876830370049,positive,9
PC4,4,0.020847797254785177,request,0.10111115693359321,positive,10
PC4,4,0.020847797254785177,conduct,0.10009141934094146,positive,11
PC4,4,0.020847797254785177,restrictions,0.0906379002151974,positive,12
PC4,4,0.020847797254785177,clickable,0.08959756663412195,positive,13
PC4,4,0.020847797254785177,background_research appreciate,0.08671980613996663,positive,14
PC4,4,0.020847797254785177,appreciate,0.08625023614501327,positive,15
PC4,4,0.020847797254785177,research request,0.08512235431832789,positive,16
PC4,4,0.020847797254785177,clickable links,0.08477981386752922,positive,17
PC4,4,0.020847797254785177,ve,0.08469759648290727,positive,18
PC4,4,0.020847797254785177,urls links,0.08202064555340005,positive,19
PC4,4,0.020847797254785177,guidelines,0.08199033218177094,positive,20
PC4,4,0.020847797254785177,https,-0.08752174666913817,negative,1
PC4,4,0.020847797254785177,potential,-0.06865122608437313,negative,2
PC4,4,0.020847797254785177,www,-0.06537417021789411,negative,3
PC4,4,0.020847797254785177,https www,-0.06411610833835034,negative,4
PC4,4,0.020847797254785177,com,-0.053343852298665034,negative,5
PC4,4,0.020847797254785177,opportunities,-0.053300383974450236,negative,6
PC4,4,0.020847797254785177,publicly,-0.05189542288532932,negative,7
PC4,4,0.020847797254785177,analysis,-0.04868369539927806,negative,8
PC4,4,0.020847797254785177,public,-0.04805531165114866,negative,9
PC4,4,0.020847797254785177,expertise,-0.04800598953599543,negative,10
PC4,4,0.020847797254785177,profile,-0.043306043799166125,negative,11
PC4,4,0.020847797254785177,leadership,-0.04187754506159607,negative,12
PC4,4,0.020847797254785177,related,-0.041501258520025466,negative,13
PC4,4,0.020847797254785177,profile analysis,-0.04132459952698859,negative,14
PC4,4,0.020847797254785177,en,-0.041192420216690666,negative,15
PC4,4,0.020847797254785177,org,-0.03972036558191627,negative,16
PC4,4,0.020847797254785177,interests,-0.03928292309216295,negative,17
PC4,4,0.020847797254785177,technical,-0.039226780981888365,negative,18
PC4,4,0.020847797254785177,patents,-0.0379793858876085,negative,19
PC4,4,0.020847797254785177,roles,-0.03776584188423961,negative,20
PC5,5,0.016161492782332462,months,0.142610172148475,positive,1
PC5,5,0.016161492782332462,term months,0.0969202765349056,positive,2
PC5,5,0.016161492782332462,curriculum,0.09593520493761742,positive,3
PC5,5,0.016161492782332462,module,0.07550638706308532,positive,4
PC5,5,0.016161492782332462,personalized,0.07077593745495456,positive,5
PC5,5,0.016161492782332462,month,0.07023147997722956,positive,6
PC5,5,0.016161492782332462,advanced,0.06438592135692231,positive,7
PC5,5,0.016161492782332462,progression,0.06393924396485617,positive,8
PC5,5,0.016161492782332462,modules,0.06343669267008747,positive,9
PC5,5,0.016161492782332462,12,0.06335075442780182,positive,10
PC5,5,0.016161492782332462,advanced topics,0.06131924916984285,positive,11
PC5,5,0.016161492782332462,concepts modules,0.06115211272612634,positive,12
PC5,5,0.016161492782332462,personalized learning,0.06085092517538789,positive,13
PC5,5,0.016161492782332462,core concepts,0.06039083338356158,positive,14
PC5,5,0.016161492782332462,assessment progression,0.06005216023264744,positive,15
PC5,5,0.016161492782332462,10 implementation,0.06005216023264744,positive,16
PC5,5,0.016161492782332462,implementation roadmap,0.06005216023264744,positive,17
PC5,5,0.016161492782332462,hands learning,0.06005216023264744,positive,18
PC5,5,0.016161492782332462,term 12,0.05916994735124024,positive,19
PC5,5,0.016161492782332462,12 months,0.05916994735124024,positive,20
PC5,5,0.016161492782332462,bridge,-0.08963141845744661,negative,1
PC5,5,0.016161492782332462,valuable,-0.07048602230655948,negative,2
PC5,5,0.016161492782332462,potential,-0.06996775249938743,negative,3
PC5,5,0.016161492782332462,theoretical,-0.06967990455370253,negative,4
PC5,5,0.016161492782332462,practitioners,-0.06552435123934035,negative,5
PC5,5,0.016161492782332462,sessions,-0.06467475479281024,negative,6
PC5,5,0.016161492782332462,practice,-0.061312572255219744,negative,7
PC5,5,0.016161492782332462,priority,-0.060461758142871705,negative,8
PC5,5,0.016161492782332462,theory practice,-0.05900197271121205,negative,9
PC5,5,0.016161492782332462,networking,-0.057184233332928366,negative,10
PC5,5,0.016161492782332462,strong,-0.05664953070592506,negative,11
PC5,5,0.016161492782332462,responses,-0.05663816249605963,negative,12
PC5,5,0.016161492782332462,insights,-0.05658208818264165,negative,13
PC5,5,0.016161492782332462,term develop,-0.05545652305808276,negative,14
PC5,5,0.016161492782332462,alignment,-0.05533081949359504,negative,15
PC5,5,0.016161492782332462,suggests,-0.054239759533404444,negative,16
PC5,5,0.016161492782332462,researchers,-0.05370194200491035,negative,17
PC5,5,0.016161492782332462,themes,-0.053700272069104805,negative,18
PC5,5,0.016161492782332462,recommendations focus,-0.053467081510203254,negative,19
PC5,5,0.016161492782332462,practical,-0.053259651168872824,negative,20
PC6,6,0.012343451813987957,responses,0.14660268328962198,positive,1
PC6,6,0.012343451813987957,themes,0.1351215770118629,positive,2
PC6,6,0.012343451813987957,themes patterns,0.11738679847389255,positive,3
PC6,6,0.012343451813987957,key themes,0.11738679847389255,positive,4
PC6,6,0.012343451813987957,patterns,0.1143233431157753,positive,5
PC6,6,0.012343451813987957,response,0.09914521985432104,positive,6
PC6,6,0.012343451813987957,participants,0.09732582407755533,positive,7
PC6,6,0.012343451813987957,summary,0.09375276409372038,positive,8
PC6,6,0.012343451813987957,cross,0.0913409106832666,positive,9
PC6,6,0.012343451813987957,disciplinary,0.0837575925019355,positive,10
PC6,6,0.012343451813987957,cross disciplinary,0.08011742055461228,positive,11
PC6,6,0.012343451813987957,desire,0.0797308928397203,positive,12
PC6,6,0.012343451813987957,diverse,0.07658255661847035,positive,13
PC6,6,0.012343451813987957,standardized,0.0735384071770294,positive,14
PC6,6,0.012343451813987957,implications,0.070598369222558,positive,15
PC6,6,0.012343451813987957,research opportunities,0.0703600167660145,positive,16
PC6,6,0.012343451813987957,working groups,0.07023405945278151,positive,17
PC6,6,0.012343451813987957,characters,0.06933053418018348,positive,18
PC6,6,0.012343451813987957,average response,0.06933053418018348,positive,19
PC6,6,0.012343451813987957,summary statistics,0.06933053418018348,positive,20
PC6,6,0.012343451813987957,term,-0.08280592287635588,negative,1
PC6,6,0.012343451813987957,potential,-0.0557867329811659,negative,2
PC6,6,0.012343451813987957,alignment,-0.05568608296175738,negative,3
PC6,6,0.012343451813987957,contribute,-0.054935514863815836,negative,4
PC6,6,0.012343451813987957,bridge,-0.05030332993728789,negative,5
PC6,6,0.012343451813987957,interests alignment,-0.0484139215891128,negative,6
PC6,6,0.012343451813987957,identify,-0.04839895185221985,negative,7
PC6,6,0.012343451813987957,expertise assessment,-0.0482314303347147,negative,8
PC6,6,0.012343451813987957,skills,-0.04793625707280009,negative,9
PC6,6,0.012343451813987957,computational,-0.04748330394488859,negative,10
PC6,6,0.012343451813987957,valuable,-0.0471797704491696,negative,11
PC6,6,0.012343451813987957,research interests,-0.04717399969329964,negative,12
PC6,6,0.012343451813987957,clinical,-0.047035194108808444,negative,13
PC6,6,0.012343451813987957,term develop,-0.04618460345847548,negative,14
PC6,6,0.012343451813987957,participation strategy,-0.045227701771804824,negative,15
PC6,6,0.012343451813987957,profile,-0.044962441334239114,negative,16
PC6,6,0.012343451813987957,connect,-0.04467009568310152,negative,17
PC6,6,0.012343451813987957,strategy,-0.04352286069563417,negative,18
PC6,6,0.012343451813987957,collaboration potential,-0.04326232574256301,negative,19
PC6,6,0.012343451813987957,researchers,-0.04305993990604582,negative,20
PC7,7,0.01069036160363483,specific learning,0.13217110433324836,positive,1
PC7,7,0.01069036160363483,addresses specific,0.09923890435628048,positive,2
PC7,7,0.01069036160363483,facing,0.09693824997124012,positive,3
PC7,7,0.01069036160363483,challenges facing,0.09507038561396405,positive,4
PC7,7,0.01069036160363483,challenges aligns,0.08908970353390938,positive,5
PC7,7,0.01069036160363483,addresses,0.08672700772328586,positive,6
PC7,7,0.01069036160363483,builds,0.0773885731268808,positive,7
PC7,7,0.01069036160363483,needs goals,0.07729149578487034,positive,8
PC7,7,0.01069036160363483,curriculum,0.07366649585497181,positive,9
PC7,7,0.01069036160363483,focuses relevant,0.07317200246251519,positive,10
PC7,7,0.01069036160363483,matches learning,0.07309471623720155,positive,11
PC7,7,0.01069036160363483,existing knowledge,0.07293926797209434,positive,12
PC7,7,0.01069036160363483,matches,0.07290934027216894,positive,13
PC7,7,0.01069036160363483,facing practical,0.07228907524248894,positive,14
PC7,7,0.01069036160363483,knowledge addresses,0.07105404672324454,positive,15
PC7,7,0.01069036160363483,specific challenges,0.07082137825103292,positive,16
PC7,7,0.01069036160363483,pragmatic epistemic,0.06887527063753245,positive,17
PC7,7,0.01069036160363483,curriculum builds,0.06866412208620734,positive,18
PC7,7,0.01069036160363483,information create,0.06802808178312181,positive,19
PC7,7,0.01069036160363483,relevant applications,0.06764969507581872,positive,20
PC7,7,0.01069036160363483,want,-0.12673373404515953,negative,1
PC7,7,0.01069036160363483,value sought,-0.09273914739027309,negative,2
PC7,7,0.01069036160363483,sought,-0.08596315404937441,negative,3
PC7,7,0.01069036160363483,obstacles understanding,-0.07743527353156389,negative,4
PC7,7,0.01069036160363483,related concepts,-0.07631593964427742,negative,5
PC7,7,0.01069036160363483,challenges current,-0.07449136167033514,negative,6
PC7,7,0.01069036160363483,current obstacles,-0.07449136167033514,negative,7
PC7,7,0.01069036160363483,want master,-0.0741306999076898,negative,8
PC7,7,0.01069036160363483,obstacles,-0.07383763696086543,negative,9
PC7,7,0.01069036160363483,desired research,-0.07260441870962844,negative,10
PC7,7,0.01069036160363483,time constraints,-0.07136662340772122,negative,11
PC7,7,0.01069036160363483,inference time,-0.06904237586818857,negative,12
PC7,7,0.01069036160363483,specific domain,-0.0681397771314237,negative,13
PC7,7,0.01069036160363483,constraints,-0.06804362107739993,negative,14
PC7,7,0.01069036160363483,understanding desired,-0.0677910356020479,negative,15
PC7,7,0.01069036160363483,inference want,-0.06717550766064621,negative,16
PC7,7,0.01069036160363483,concepts bayesian,-0.06608640821454087,negative,17
PC7,7,0.01069036160363483,pragmatic value,-0.0655733805305281,negative,18
PC7,7,0.01069036160363483,understanding applying,-0.06540768821608801,negative,19
PC7,7,0.01069036160363483,needs specific,-0.06509502230160756,negative,20
PC8,8,0.009328372406876078,clinical,0.21100872502842177,positive,1
PC8,8,0.009328372406876078,clinical applications,0.12278153681203026,positive,2
PC8,8,0.009328372406876078,posture,0.09212004333462566,positive,3
PC8,8,0.009328372406876078,predictive processing,0.08995201481312469,positive,4
PC8,8,0.009328372406876078,predictive,0.0879599058435844,positive,5
PC8,8,0.009328372406876078,weiniger,0.08715165012059194,positive,6
PC8,8,0.009328372406876078,protocol,0.08136760701010073,positive,7
PC8,8,0.009328372406876078,patient,0.08102623913612647,positive,8
PC8,8,0.009328372406876078,clinical practice,0.07596888471232745,positive,9
PC8,8,0.009328372406876078,treatment,0.07488933993138831,positive,10
PC8,8,0.009328372406876078,outcome,0.07478708835595752,positive,11
PC8,8,0.009328372406876078,steven weiniger,0.07352931736729064,positive,12
PC8,8,0.009328372406876078,steven,0.07352931736729064,positive,13
PC8,8,0.009328372406876078,computational,0.07078271688220529,positive,14
PC8,8,0.009328372406876078,processing,0.07049934791179706,positive,15
PC8,8,0.009328372406876078,protocol development,0.06857601105282235,positive,16
PC8,8,0.009328372406876078,protocols,0.06635865618143726,positive,17
PC8,8,0.009328372406876078,pilot,0.060319733341626484,positive,18
PC8,8,0.009328372406876078,brain,0.05954738388852641,positive,19
PC8,8,0.009328372406876078,neuroscience,0.059308011311688974,positive,20
PC8,8,0.009328372406876078,ai,-0.09201853081704596,negative,1
PC8,8,0.009328372406876078,privacy,-0.09064486450083808,negative,2
PC8,8,0.009328372406876078,standards,-0.0719649597029469,negative,3
PC8,8,0.009328372406876078,systems,-0.06933335857527896,negative,4
PC8,8,0.009328372406876078,identity,-0.06704437392019356,negative,5
PC8,8,0.009328372406876078,edge,-0.06440494917469157,negative,6
PC8,8,0.009328372406876078,policy,-0.06372997793462105,negative,7
PC8,8,0.009328372406876078,optimization,-0.06155832568734252,negative,8
PC8,8,0.009328372406876078,governance,-0.060568262475993236,negative,9
PC8,8,0.009328372406876078,technical,-0.05962343251861594,negative,10
PC8,8,0.009328372406876078,agent,-0.05717838680168522,negative,11
PC8,8,0.009328372406876078,open source,-0.056352624974519795,negative,12
PC8,8,0.009328372406876078,open,-0.055584553597456836,negative,13
PC8,8,0.009328372406876078,implementations,-0.05495755041775186,negative,14
PC8,8,0.009328372406876078,preserving,-0.054072313714742616,negative,15
PC8,8,0.009328372406876078,privacy preserving,-0.05321267594539117,negative,16
PC8,8,0.009328372406876078,security,-0.05310757374020137,negative,17
PC8,8,0.009328372406876078,architecture,-0.051098536985964275,negative,18
PC8,8,0.009328372406876078,focus areas,-0.04864110874514942,negative,19
PC8,8,0.009328372406876078,engineering,-0.04724722946237835,negative,20
PC9,9,0.008289334373704342,user,0.09640452929098244,positive,1
PC9,9,0.008289334373704342,citations user,0.09114460911535752,positive,2
PC9,9,0.008289334373704342,com citations,0.08819719017321653,positive,3
PC9,9,0.008289334373704342,scholar google,0.08492634854866948,positive,4
PC9,9,0.008289334373704342,https scholar,0.08492634854866948,positive,5
PC9,9,0.008289334373704342,google com,0.0846856842362272,positive,6
PC9,9,0.008289334373704342,en,0.08284364024848428,positive,7
PC9,9,0.008289334373704342,hl,0.07841288367283142,positive,8
PC9,9,0.008289334373704342,hl en,0.07331262210551814,positive,9
PC9,9,0.008289334373704342,citations,0.07059382368465032,positive,10
PC9,9,0.008289334373704342,scholar https,0.06631227439496647,positive,11
PC9,9,0.008289334373704342,university,0.06412616195817708,positive,12
PC9,9,0.008289334373704342,machine,0.0591978175132881,positive,13
PC9,9,0.008289334373704342,cognitive,0.058512078312467394,positive,14
PC9,9,0.008289334373704342,machine learning,0.05575274062358773,positive,15
PC9,9,0.008289334373704342,org 10,0.05557828572966888,positive,16
PC9,9,0.008289334373704342,https doi,0.05557828572966888,positive,17
PC9,9,0.008289334373704342,doi org,0.05557828572966888,positive,18
PC9,9,0.008289334373704342,ac,0.054756769441200115,positive,19
PC9,9,0.008289334373704342,spatial,0.05363805024456364,positive,20
PC9,9,0.008289334373704342,evidence,-0.08512242093548038,negative,1
PC9,9,0.008289334373704342,clinical,-0.08345665845692819,negative,2
PC9,9,0.008289334373704342,posture,-0.07873856097114545,negative,3
PC9,9,0.008289334373704342,weiniger,-0.07614175573621751,negative,4
PC9,9,0.008289334373704342,databases,-0.06701260903258886,negative,5
PC9,9,0.008289334373704342,protocols,-0.06394489882109687,negative,6
PC9,9,0.008289334373704342,records,-0.06347894329666849,negative,7
PC9,9,0.008289334373704342,steven,-0.06323247758499068,negative,8
PC9,9,0.008289334373704342,steven weiniger,-0.06323247758499068,negative,9
PC9,9,0.008289334373704342,protocol,-0.058599713247015406,negative,10
PC9,9,0.008289334373704342,patient,-0.0575883152621237,negative,11
PC9,9,0.008289334373704342,protocol development,-0.052054410031072265,negative,12
PC9,9,0.008289334373704342,awareness,-0.051666727944413134,negative,13
PC9,9,0.008289334373704342,scholar researchgate,-0.05021178515479716,negative,14
PC9,9,0.008289334373704342,individual,-0.04907563283752183,negative,15
PC9,9,0.008289334373704342,academic databases,-0.048682394119880845,negative,16
PC9,9,0.008289334373704342,interoception,-0.04857861546434186,negative,17
PC9,9,0.008289334373704342,context,-0.04847925059585184,negative,18
PC9,9,0.008289334373704342,clinical practice,-0.04667720312183689,negative,19
PC9,9,0.008289334373704342,educational,-0.046442357687450836,negative,20
PC10,10,0.007952182347132963,privacy,0.10319770924023097,positive,1
PC10,10,0.007952182347132963,standards,0.08588308695433573,positive,2
PC10,10,0.007952182347132963,edge,0.07334309532423315,positive,3
PC10,10,0.007952182347132963,identity,0.07278495159329305,positive,4
PC10,10,0.007952182347132963,policy,0.07263699282675086,positive,5
PC10,10,0.007952182347132963,security,0.06761759406087459,positive,6
PC10,10,0.007952182347132963,governance,0.06606474858573319,positive,7
PC10,10,0.007952182347132963,ai,0.06329994671444708,positive,8
PC10,10,0.007952182347132963,posture,0.06072562537834747,positive,9
PC10,10,0.007952182347132963,thomas,0.0602201232273473,positive,10
PC10,10,0.007952182347132963,preserving,0.05997940482361182,positive,11
PC10,10,0.007952182347132963,privacy preserving,0.05887453832780196,positive,12
PC10,10,0.007952182347132963,systems,0.0573031358701686,positive,13
PC10,10,0.007952182347132963,weiniger,0.057174408668787986,positive,14
PC10,10,0.007952182347132963,ethical,0.057029254724313375,positive,15
PC10,10,0.007952182347132963,clinical,0.056990430829717775,positive,16
PC10,10,0.007952182347132963,opportunities research,0.05657808656446103,positive,17
PC10,10,0.007952182347132963,standards development,0.055863972974353596,positive,18
PC10,10,0.007952182347132963,assessment learning,0.05385253845606255,positive,19
PC10,10,0.007952182347132963,computing,0.05329599301636162,positive,20
PC10,10,0.007952182347132963,suggest,-0.07675804585701851,negative,1
PC10,10,0.007952182347132963,identify,-0.07003353244547564,negative,2
PC10,10,0.007952182347132963,tutorials,-0.06141219849819997,negative,3
PC10,10,0.007952182347132963,outline,-0.060799394056981655,negative,4
PC10,10,0.007952182347132963,recommend,-0.05978678495111474,negative,5
PC10,10,0.007952182347132963,basic,-0.058271897829025435,negative,6
PC10,10,0.007952182347132963,foundational,-0.05457523066732405,negative,7
PC10,10,0.007952182347132963,general,-0.05324978519761686,negative,8
PC10,10,0.007952182347132963,identified,-0.05294120638254323,negative,9
PC10,10,0.007952182347132963,python,-0.05260104179370117,negative,10
PC10,10,0.007952182347132963,specific,-0.05142979704194331,negative,11
PC10,10,0.007952182347132963,computational,-0.05010195938021875,negative,12
PC10,10,0.007952182347132963,introductory,-0.04644676759734486,negative,13
PC10,10,0.007952182347132963,current expertise,-0.0448020343908717,negative,14
PC10,10,0.007952182347132963,domain expertise,-0.0447214656074235,negative,15
PC10,10,0.007952182347132963,records,-0.04458334087811405,negative,16
PC10,10,0.007952182347132963,complete,-0.044141225776953834,negative,17
PC10,10,0.007952182347132963,simple,-0.04359004728368458,negative,18
PC10,10,0.007952182347132963,map,-0.04297275343377349,negative,19
PC10,10,0.007952182347132963,assess,-0.04268770349173833,negative,20
